Canada,CAN,1985,421675597
Canada,CAN,1986,404660121
Canada,CAN,1987,430921725.4
Canada,CAN,1988,455608027
Canada,CAN,1989,462817718.7
Canada,CAN,1990,463879790.7
Canada,CAN,1991,454627504.2
Canada,CAN,1992,468864767.5
Canada,CAN,1993,467879575.2
Canada,CAN,1994,483058456.9
Canada,CAN,1995,495664515.6
Canada,CAN,1996,510556786.4
Canada,CAN,1997,525253071.6
Canada,CAN,1998,534236497.5
Canada,CAN,1999,550043150.2
Canada,CAN,2000,572530740
Canada,CAN,2001,564635320.1
Canada,CAN,2002,570885097.8
Canada,CAN,2003,587596290.5
Canada,CAN,2004,585832799.3
Canada,CAN,2005,576801628.7
Brazil,BRA,1985,179936803.4
Brazil,BRA,1986,197226217.1
Brazil,BRA,1987,205788741.6
Brazil,BRA,1988,207562967.6
Brazil,BRA,1989,212113643.7
Brazil,BRA,1990,206921120
Brazil,BRA,1991,217227472
Brazil,BRA,1992,218383504
Brazil,BRA,1993,228333216
Brazil,BRA,1994,239470720
Brazil,BRA,1995,255583376
Brazil,BRA,1996,281194784
Brazil,BRA,1997,296585256
Brazil,BRA,1998,308305720
Brazil,BRA,1999,316282440
Brazil,BRA,2000,324226040
Brazil,BRA,2001,332987400
Brazil,BRA,2002,327434832
Brazil,BRA,2003,317508448
Brazil,BRA,2004,333675144
Brazil,BRA,2005,342086472
World,OWID_WRL,1950,5786141168
World,OWID_WRL,1951,6226396416
World,OWID_WRL,1952,6310375296
World,OWID_WRL,1953,6486280272
World,OWID_WRL,1954,6629183600
World,OWID_WRL,1955,7258204464
World,OWID_WRL,1956,7725118976
World,OWID_WRL,1957,7964755568
World,OWID_WRL,1958,8215483088
World,OWID_WRL,1959,8989176487
World,OWID_WRL,1960,9410529753
World,OWID_WRL,1961,9452107735
World,OWID_WRL,1962,9838202053
World,OWID_WRL,1963,10379067957
World,OWID_WRL,1964,10969325141
World,OWID_WRL,1965,11466150222
World,OWID_WRL,1966,12045555868
World,OWID_WRL,1967,12431009376
World,OWID_WRL,1968,13063449642
World,OWID_WRL,1969,13846427335
World,OWID_WRL,1970,14845814983
World,OWID_WRL,1971,15409717552
World,OWID_WRL,1972,16023990774
World,OWID_WRL,1973,16893361429
World,OWID_WRL,1974,16923578710
World,OWID_WRL,1975,16825640953
World,OWID_WRL,1976,17800972415
World,OWID_WRL,1977,18355439225
World,OWID_WRL,1978,18561698852
World,OWID_WRL,1979,19594228807
World,OWID_WRL,1980,19388094366
World,OWID_WRL,1981,18787122618
World,OWID_WRL,1982,18624075692
World,OWID_WRL,1983,18549448038
World,OWID_WRL,1984,19216866047
World,OWID_WRL,1985,19792621843
World,OWID_WRL,1986,20395949534
World,OWID_WRL,1987,20912413491
World,OWID_WRL,1988,21681109322
World,OWID_WRL,1989,22154335730
World,OWID_WRL,1990,22181807367
World,OWID_WRL,1991,22429377426
World,OWID_WRL,1992,22195105131
World,OWID_WRL,1993,22153143108
World,OWID_WRL,1994,22533832969
World,OWID_WRL,1995,23007425377
World,OWID_WRL,1996,23522979106
World,OWID_WRL,1997,23915329404
World,OWID_WRL,1998,23984983896
World,OWID_WRL,1999,23930561468
World,OWID_WRL,2000,24558691083
World,OWID_WRL,2001,25137999688
World,OWID_WRL,2002,25494190555
World,OWID_WRL,2003,26866738381
World,OWID_WRL,2004,28187598935
World,OWID_WRL,2005,29254906351
World,OWID_WRL,2006,30286836386
World,OWID_WRL,2007,30880145296
World,OWID_WRL,2008,31875755797
World,OWID_WRL,2009,31523142973
World,OWID_WRL,2010,33066651212
World,OWID_WRL,2011,34357365920
World,OWID_WRL,2012,34919288710
World,OWID_WRL,2013,35207885978
World,OWID_WRL,2014,35505827039
World,OWID_WRL,2015,35462746737
World,OWID_WRL,2016,35675099439
World,OWID_WRL,2017,36153261645
